Tijd (s),Setpoint (m),Hoogte (m),Fout,Fout_Integratie,Fout_Afgeleide,PWM
20.670000,0.526426,0.496661,0.029220,0.073011,0.059325,0.453677
20.680000,0.526426,0.496161,0.029765,0.073309,0.054514,0.453029
20.690000,0.526426,0.495703,0.030265,0.073611,0.049996,0.452419
20.700000,0.526426,0.495286,0.030722,0.073919,0.045755,0.451845
20.710000,0.526426,0.494905,0.031140,0.074230,0.041773,0.451303
20.720000,0.526426,0.494560,0.031520,0.074545,0.038035,0.450794
20.730000,0.526426,0.494248,0.031866,0.074864,0.034528,0.450314
20.740000,0.526426,0.493966,0.032178,0.075186,0.031237,0.449862
20.750000,0.526426,0.493714,0.032460,0.075510,0.028149,0.449437
20.760000,0.526426,0.493488,0.032712,0.075837,0.025252,0.449037
20.770000,0.526426,0.493289,0.032937,0.076167,0.022535,0.448660
20.780000,0.526426,0.493113,0.033137,0.076498,0.019987,0.448305
20.790000,0.526426,0.492959,0.033313,0.076831,0.017598,0.447972
20.800000,0.526426,0.492826,0.033467,0.077166,0.015359,0.447658
20.810000,0.526426,0.492713,0.033599,0.077502,0.013260,0.447363
20.820000,0.526426,0.492619,0.033712,0.077839,0.011293,0.447085
20.830000,0.526426,0.492542,0.033807,0.078177,0.009451,0.446824
20.840000,0.526426,0.492481,0.033884,0.078516,0.007725,0.446578
20.850000,0.526426,0.492435,0.033945,0.078855,0.006109,0.446347
20.860000,0.526426,0.492403,0.033991,0.079195,0.004596,0.446130
20.870000,0.526426,0.492384,0.034023,0.079536,0.003180,0.445925
20.880000,0.526426,0.492378,0.034042,0.079876,0.001856,0.445733
20.890000,0.526426,0.492383,0.034048,0.080216,0.000617,0.445553
20.900000,0.526426,0.492400,0.034042,0.080557,-0.000542,0.445383
20.910000,0.526426,0.492426,0.034026,0.080897,-0.001625,0.445223
20.920000,0.526426,0.492462,0.034000,0.081237,-0.002637,0.445073
20.930000,0.526426,0.492507,0.033964,0.081577,-0.003582,0.444932
20.940000,0.526426,0.492559,0.033919,0.081916,-0.004464,0.444800
20.950000,0.526426,0.492620,0.033866,0.082255,-0.005287,0.444675
20.960000,0.526426,0.492688,0.033806,0.082593,-0.006055,0.444558
20.970000,0.526426,0.492762,0.033738,0.082930,-0.006771,0.444448
20.980000,0.526426,0.492843,0.033664,0.083267,-0.007438,0.444345
20.990000,0.526426,0.492929,0.033583,0.083603,-0.008059,0.444247
21.000000,0.526426,0.493021,0.033497,0.083938,-0.008637,0.444156
21.010000,0.526426,0.493118,0.033405,0.084272,-0.009174,0.444071
21.020000,0.526426,0.493219,0.033308,0.084605,-0.009674,0.443990
21.030000,0.526426,0.493325,0.033207,0.084937,-0.010137,0.443914
21.040000,0.526426,0.493434,0.033101,0.085268,-0.010567,0.443843
21.050000,0.526426,0.493548,0.032992,0.085598,-0.010966,0.443777
21.060000,0.526426,0.493664,0.032878,0.085926,-0.011335,0.443714
21.070000,0.526426,0.493784,0.032762,0.086254,-0.011676,0.443655
21.080000,0.526426,0.493907,0.032642,0.086580,-0.011991,0.443600
21.090000,0.526426,0.494033,0.032519,0.086906,-0.012281,0.443548
21.100000,0.526426,0.494160,0.032393,0.087230,-0.012549,0.443500
21.110000,0.526426,0.494291,0.032265,0.087552,-0.012795,0.443454
21.120000,0.526426,0.494423,0.032135,0.087874,-0.013020,0.443411
21.130000,0.526426,0.494557,0.032003,0.088194,-0.013227,0.443371
21.140000,0.526426,0.494693,0.031869,0.088512,-0.013416,0.443333
21.150000,0.526426,0.494830,0.031733,0.088830,-0.013588,0.443298
21.160000,0.526426,0.494969,0.031595,0.089146,-0.013745,0.443264
21.170000,0.526426,0.495109,0.031457,0.089460,-0.013886,0.443233
21.180000,0.526426,0.495251,0.031316,0.089773,-0.014014,0.443204
21.190000,0.526426,0.495393,0.031175,0.090085,-0.014129,0.443177
21.200000,0.526426,0.495536,0.031033,0.090395,-0.014232,0.443151
21.210000,0.526426,0.495680,0.030890,0.090704,-0.014323,0.443127
21.220000,0.526426,0.495825,0.030745,0.091012,-0.014404,0.443104
21.230000,0.526426,0.495970,0.030601,0.091318,-0.014475,0.443083
21.240000,0.526426,0.496116,0.030455,0.091622,-0.014536,0.443063
21.250000,0.526426,0.496263,0.030310,0.091925,-0.014588,0.443045
21.260000,0.526426,0.496409,0.030163,0.092227,-0.014633,0.443027
21.270000,0.526426,0.496556,0.030016,0.092527,-0.014669,0.443011
21.280000,0.526426,0.496704,0.029869,0.092826,-0.014699,0.442996
21.290000,0.526426,0.496851,0.029722,0.093123,-0.014721,0.442982
21.300000,0.526426,0.496998,0.029575,0.093419,-0.014738,0.442968
21.310000,0.526426,0.497146,0.029427,0.093713,-0.014748,0.442956
21.320000,0.526426,0.497293,0.029280,0.094006,-0.014753,0.442944
21.330000,0.526426,0.497441,0.029132,0.094297,-0.014753,0.442933
21.340000,0.526426,0.497588,0.028985,0.094587,-0.014748,0.442923
21.350000,0.526426,0.497736,0.028838,0.094875,-0.014738,0.442913
21.360000,0.526426,0.497883,0.028690,0.095162,-0.014724,0.442905
21.370000,0.526426,0.498029,0.028543,0.095448,-0.014706,0.442896
21.380000,0.526426,0.498176,0.028396,0.095732,-0.014685,0.442888
21.390000,0.526426,0.498322,0.028250,0.096014,-0.014660,0.442881
21.400000,0.526426,0.498468,0.028103,0.096295,-0.014632,0.442875
21.410000,0.526426,0.498614,0.027957,0.096575,-0.014601,0.442868
21.420000,0.526426,0.498759,0.027812,0.096853,-0.014567,0.442862
21.430000,0.526426,0.498904,0.027666,0.097130,-0.014531,0.442857
21.440000,0.526426,0.499049,0.027522,0.097405,-0.014492,0.442852
21.450000,0.526426,0.499193,0.027377,0.097679,-0.014451,0.442847
21.460000,0.526426,0.499337,0.027233,0.097951,-0.014408,0.442843
21.470000,0.526426,0.499480,0.027089,0.098222,-0.014363,0.442839
21.480000,0.526426,0.499622,0.026946,0.098491,-0.014316,0.442835
21.490000,0.526426,0.499765,0.026803,0.098759,-0.014267,0.442832
21.500000,0.526426,0.499906,0.026661,0.099026,-0.014217,0.442829
21.510000,0.526426,0.500047,0.026520,0.099291,-0.014166,0.442826
21.520000,0.526426,0.500188,0.026379,0.099555,-0.014113,0.442823
21.530000,0.526426,0.500328,0.026238,0.099817,-0.014059,0.442820
21.540000,0.526426,0.500467,0.026098,0.100078,-0.014004,0.442818
21.550000,0.526426,0.500606,0.025958,0.100338,-0.013948,0.442816
21.560000,0.526426,0.500745,0.025820,0.100596,-0.013891,0.442814
21.570000,0.526426,0.500882,0.025681,0.100853,-0.013833,0.442812
21.580000,0.526426,0.501020,0.025543,0.101108,-0.013775,0.442811
21.590000,0.526426,0.501156,0.025406,0.101362,-0.013715,0.442809
21.600000,0.526426,0.501292,0.025270,0.101615,-0.013656,0.442808
21.610000,0.526426,0.501427,0.025134,0.101866,-0.013595,0.442807
21.620000,0.526426,0.501562,0.024998,0.102116,-0.013534,0.442806
21.630000,0.526426,0.501696,0.024864,0.102365,-0.013472,0.442805
21.640000,0.526426,0.501830,0.024730,0.102612,-0.013411,0.442804
21.650000,0.526426,0.501963,0.024596,0.102858,-0.013348,0.442803
21.660000,0.526426,0.502095,0.024463,0.103103,-0.013286,0.442803
21.670000,0.526426,0.502226,0.024331,0.103346,-0.013223,0.442802
21.680000,0.526426,0.502357,0.024199,0.103588,-0.013160,0.442802
21.690000,0.526426,0.502488,0.024068,0.103829,-0.013096,0.442801
21.700000,0.526426,0.502617,0.023938,0.104068,-0.013033,0.442801
21.710000,0.526426,0.502746,0.023808,0.104306,-0.012969,0.442801
21.720000,0.526426,0.502875,0.023679,0.104543,-0.012905,0.442801
21.730000,0.526426,0.503003,0.023551,0.104779,-0.012842,0.442800
21.740000,0.526426,0.503130,0.023423,0.105013,-0.012778,0.442800
21.750000,0.526426,0.503256,0.023296,0.105246,-0.012714,0.442800
21.760000,0.526426,0.503382,0.023170,0.105478,-0.012650,0.442800
21.770000,0.526426,0.503507,0.023044,0.105708,-0.012586,0.442800
21.780000,0.526426,0.503632,0.022918,0.105937,-0.012522,0.442801
21.790000,0.526426,0.503756,0.022794,0.106165,-0.012458,0.442801
21.800000,0.526426,0.503879,0.022670,0.106392,-0.012394,0.442801
21.810000,0.526426,0.504002,0.022547,0.106617,-0.012331,0.442801
21.820000,0.526426,0.504124,0.022424,0.106842,-0.012267,0.442801
21.830000,0.526426,0.504245,0.022302,0.107065,-0.012204,0.442802
21.840000,0.526426,0.504366,0.022181,0.107286,-0.012140,0.442802
21.850000,0.526426,0.504486,0.022060,0.107507,-0.012077,0.442802
21.860000,0.526426,0.504606,0.021940,0.107726,-0.012014,0.442803
21.870000,0.526426,0.504725,0.021820,0.107945,-0.011951,0.442803
21.880000,0.526426,0.504843,0.021701,0.108162,-0.011889,0.442804
21.890000,0.526426,0.504960,0.021583,0.108377,-0.011826,0.442804
21.900000,0.526426,0.505078,0.021465,0.108592,-0.011764,0.442804
21.910000,0.526426,0.505194,0.021348,0.108806,-0.011702,0.442805
21.920000,0.526426,0.505310,0.021232,0.109018,-0.011640,0.442805
21.930000,0.526426,0.505425,0.021116,0.109229,-0.011578,0.442806
21.940000,0.526426,0.505539,0.021001,0.109439,-0.011517,0.442806
21.950000,0.526426,0.505653,0.020886,0.109648,-0.011455,0.442807
21.960000,0.526426,0.505767,0.020772,0.109856,-0.011394,0.442807
21.970000,0.526426,0.505879,0.020659,0.110062,-0.011334,0.442808
21.980000,0.526426,0.505992,0.020546,0.110268,-0.011273,0.442809
21.990000,0.526426,0.506103,0.020434,0.110472,-0.011213,0.442809
22.000000,0.526426,0.506214,0.020323,0.110675,-0.011153,0.442810
22.010000,0.526426,0.506324,0.020212,0.110877,-0.011093,0.442810
22.020000,0.526426,0.506434,0.020101,0.111078,-0.011033,0.442811
22.030000,0.526426,0.506543,0.019992,0.111278,-0.010974,0.442811
22.040000,0.526426,0.506652,0.019883,0.111477,-0.010915,0.442812
22.050000,0.526426,0.506760,0.019774,0.111675,-0.010856,0.442813
22.060000,0.526426,0.506867,0.019666,0.111872,-0.010798,0.442813
22.070000,0.526426,0.506974,0.019559,0.112067,-0.010740,0.442814
22.080000,0.526426,0.507080,0.019452,0.112262,-0.010682,0.442814
22.090000,0.526426,0.507186,0.019346,0.112455,-0.010624,0.442815
22.100000,0.526426,0.507291,0.019240,0.112648,-0.010567,0.442816
22.110000,0.526426,0.507395,0.019135,0.112839,-0.010509,0.442816
22.120000,0.526426,0.507499,0.019030,0.113029,-0.010453,0.442817
22.130000,0.526426,0.507603,0.018926,0.113218,-0.010396,0.442818
22.140000,0.526426,0.507706,0.018823,0.113407,-0.010340,0.442818
22.150000,0.526426,0.507808,0.018720,0.113594,-0.010284,0.442819
22.160000,0.526426,0.507910,0.018618,0.113780,-0.010228,0.442819
22.170000,0.526426,0.508011,0.018516,0.113965,-0.010172,0.442820
22.180000,0.526426,0.508111,0.018415,0.114149,-0.010117,0.442821
22.190000,0.526426,0.508212,0.018314,0.114332,-0.010062,0.442821
22.200000,0.526426,0.508311,0.018214,0.114515,-0.010008,0.442822
22.210000,0.526426,0.508410,0.018115,0.114696,-0.009953,0.442823
22.220000,0.526426,0.508509,0.018016,0.114876,-0.009899,0.442823
22.230000,0.526426,0.508606,0.017917,0.115055,-0.009845,0.442824
22.240000,0.526426,0.508704,0.017819,0.115233,-0.009792,0.442824
22.250000,0.526426,0.508801,0.017722,0.115411,-0.009738,0.442825
22.260000,0.526426,0.508897,0.017625,0.115587,-0.009685,0.442826
22.270000,0.526426,0.508993,0.017529,0.115762,-0.009633,0.442826
22.280000,0.526426,0.509088,0.017433,0.115936,-0.009580,0.442827
22.290000,0.526426,0.509183,0.017338,0.116110,-0.009528,0.442828
22.300000,0.526426,0.509277,0.017243,0.116282,-0.009476,0.442828
22.310000,0.526426,0.509371,0.017149,0.116454,-0.009425,0.442829
22.320000,0.526426,0.509464,0.017055,0.116624,-0.009373,0.442829
22.330000,0.526426,0.509557,0.016962,0.116794,-0.009322,0.442830
22.340000,0.526426,0.509649,0.016869,0.116963,-0.009271,0.442831
22.350000,0.526426,0.509741,0.016777,0.117130,-0.009221,0.442831
22.360000,0.526426,0.509832,0.016685,0.117297,-0.009171,0.442832
22.370000,0.526426,0.509923,0.016594,0.117463,-0.009120,0.442832
22.380000,0.526426,0.510013,0.016503,0.117628,-0.009071,0.442833
22.390000,0.526426,0.510103,0.016413,0.117792,-0.009021,0.442834
22.400000,0.526426,0.510192,0.016323,0.117955,-0.008972,0.442834
22.410000,0.526426,0.510281,0.016234,0.118118,-0.008923,0.442835
22.420000,0.526426,0.510369,0.016145,0.118279,-0.008874,0.442835
22.430000,0.526426,0.510457,0.016057,0.118440,-0.008826,0.442836
22.440000,0.526426,0.510544,0.015969,0.118600,-0.008778,0.442837
22.450000,0.526426,0.510631,0.015882,0.118758,-0.008730,0.442837
22.460000,0.526426,0.510717,0.015795,0.118916,-0.008682,0.442838
22.470000,0.526426,0.510803,0.015709,0.119073,-0.008635,0.442838
22.480000,0.526426,0.510888,0.015623,0.119230,-0.008588,0.442839
22.490000,0.526426,0.510973,0.015538,0.119385,-0.008541,0.442839
22.500000,0.526426,0.511058,0.015453,0.119540,-0.008494,0.442840
22.510000,0.526426,0.511142,0.015368,0.119693,-0.008448,0.442841
22.520000,0.526426,0.511225,0.015284,0.119846,-0.008402,0.442841
22.530000,0.526426,0.511308,0.015201,0.119998,-0.008356,0.442842
22.540000,0.526426,0.511391,0.015117,0.120149,-0.008310,0.442842
22.550000,0.526426,0.511473,0.015035,0.120300,-0.008265,0.442843
22.560000,0.526426,0.511555,0.014953,0.120449,-0.008220,0.442843
22.570000,0.526426,0.511636,0.014871,0.120598,-0.008175,0.442844
22.580000,0.526426,0.511717,0.014790,0.120746,-0.008130,0.442844
22.590000,0.526426,0.511798,0.014709,0.120893,-0.008086,0.442845
22.600000,0.526426,0.511878,0.014628,0.121039,-0.008041,0.442845
22.610000,0.526426,0.511957,0.014548,0.121185,-0.007997,0.442846
22.620000,0.526426,0.512036,0.014469,0.121329,-0.007954,0.442847
22.630000,0.526426,0.512115,0.014390,0.121473,-0.007910,0.442847
22.640000,0.526426,0.512193,0.014311,0.121616,-0.007867,0.442848
22.650000,0.526426,0.512271,0.014233,0.121759,-0.007824,0.442848
22.660000,0.526426,0.512348,0.014155,0.121900,-0.007781,0.442849
22.670000,0.526426,0.512425,0.014078,0.122041,-0.007739,0.442849
22.680000,0.526426,0.512502,0.014001,0.122181,-0.007697,0.442850
22.690000,0.526426,0.512578,0.013924,0.122320,-0.007654,0.442850
22.700000,0.526426,0.512654,0.013848,0.122459,-0.007613,0.442851
22.710000,0.526426,0.512729,0.013772,0.122596,-0.007571,0.442851
22.720000,0.526426,0.512804,0.013697,0.122733,-0.007530,0.442852
22.730000,0.526426,0.512878,0.013622,0.122870,-0.007488,0.442852
22.740000,0.526426,0.512952,0.013548,0.123005,-0.007448,0.442853
22.750000,0.526426,0.513026,0.013473,0.123140,-0.007407,0.442853
22.760000,0.526426,0.513099,0.013400,0.123274,-0.007366,0.442854
22.770000,0.526426,0.513172,0.013327,0.123407,-0.007326,0.442854
22.780000,0.526426,0.513245,0.013254,0.123540,-0.007286,0.442855
22.790000,0.526426,0.513317,0.013181,0.123671,-0.007246,0.442855
22.800000,0.526426,0.513388,0.013109,0.123802,-0.007207,0.442856
22.810000,0.526426,0.513460,0.013037,0.123933,-0.007167,0.442856
22.820000,0.526426,0.513531,0.012966,0.124063,-0.007128,0.442857
22.830000,0.526426,0.513601,0.012895,0.124191,-0.007089,0.442857
22.840000,0.526426,0.513671,0.012825,0.124320,-0.007050,0.442858
22.850000,0.526426,0.513741,0.012755,0.124447,-0.007012,0.442858
22.860000,0.526426,0.513810,0.012685,0.124574,-0.006973,0.442859
22.870000,0.526426,0.513879,0.012616,0.124700,-0.006935,0.442859
22.880000,0.526426,0.513948,0.012547,0.124826,-0.006897,0.442860
22.890000,0.526426,0.514016,0.012478,0.124951,-0.006860,0.442860
22.900000,0.526426,0.514084,0.012410,0.125075,-0.006822,0.442860
22.910000,0.526426,0.514151,0.012342,0.125198,-0.006785,0.442861
22.920000,0.526426,0.514218,0.012274,0.125321,-0.006748,0.442861
22.930000,0.526426,0.514285,0.012207,0.125443,-0.006711,0.442862
22.940000,0.526426,0.514352,0.012141,0.125564,-0.006674,0.442862
22.950000,0.526426,0.514418,0.012074,0.125685,-0.006638,0.442863
22.960000,0.526426,0.514483,0.012008,0.125805,-0.006601,0.442863
22.970000,0.526426,0.514549,0.011943,0.125924,-0.006565,0.442864
22.980000,0.526426,0.514613,0.011877,0.126043,-0.006529,0.442864
22.990000,0.526426,0.514678,0.011812,0.126161,-0.006494,0.442865
23.000000,0.526426,0.514742,0.011748,0.126279,-0.006458,0.442865
23.010000,0.526426,0.514806,0.011684,0.126396,-0.006423,0.442865
23.020000,0.526426,0.514870,0.011620,0.126512,-0.006388,0.442866
23.030000,0.526426,0.514933,0.011556,0.126627,-0.006353,0.442866
23.040000,0.526426,0.514996,0.011493,0.126742,-0.006318,0.442867
23.050000,0.526426,0.515058,0.011430,0.126857,-0.006284,0.442867
23.060000,0.526426,0.515120,0.011368,0.126970,-0.006249,0.442868
23.070000,0.526426,0.515182,0.011305,0.127083,-0.006215,0.442868
23.080000,0.526426,0.515244,0.011244,0.127196,-0.006181,0.442868
23.090000,0.526426,0.515305,0.011182,0.127308,-0.006147,0.442869
23.100000,0.526426,0.515366,0.011121,0.127419,-0.006114,0.442869
23.110000,0.526426,0.515426,0.011060,0.127530,-0.006080,0.442870
23.120000,0.526426,0.515486,0.011000,0.127639,-0.006047,0.442870
23.130000,0.526426,0.515546,0.010940,0.127749,-0.006014,0.442870
23.140000,0.526426,0.515605,0.010880,0.127858,-0.005981,0.442871
23.150000,0.526426,0.515665,0.010820,0.127966,-0.005948,0.442871
23.160000,0.526426,0.515723,0.010761,0.128074,-0.005916,0.442872
23.170000,0.526426,0.515782,0.010702,0.128181,-0.005884,0.442872
23.180000,0.526426,0.515840,0.010644,0.128287,-0.005851,0.442872
23.190000,0.526426,0.515898,0.010586,0.128393,-0.005819,0.442873
23.200000,0.526426,0.515956,0.010528,0.128498,-0.005788,0.442873
23.210000,0.526426,0.516013,0.010470,0.128603,-0.005756,0.442874
23.220000,0.526426,0.516070,0.010413,0.128707,-0.005724,0.442874
23.230000,0.526426,0.516126,0.010356,0.128810,-0.005693,0.442874
23.240000,0.526426,0.516183,0.010299,0.128913,-0.005662,0.442875
23.250000,0.526426,0.516239,0.010243,0.129016,-0.005631,0.442875
23.260000,0.526426,0.516294,0.010187,0.129118,-0.005600,0.442876
23.270000,0.526426,0.516350,0.010131,0.129219,-0.005570,0.442876
23.280000,0.526426,0.516405,0.010076,0.129320,-0.005539,0.442876
23.290000,0.526426,0.516460,0.010021,0.129420,-0.005509,0.442877
23.300000,0.526426,0.516514,0.009966,0.129520,-0.005479,0.442877
23.310000,0.526426,0.516568,0.009912,0.129619,-0.005449,0.442877
23.320000,0.526426,0.516622,0.009857,0.129717,-0.005419,0.442878
23.330000,0.526426,0.516676,0.009804,0.129815,-0.005389,0.442878
23.340000,0.526426,0.516729,0.009750,0.129913,-0.005360,0.442879
23.350000,0.526426,0.516782,0.009697,0.130010,-0.005331,0.442879
23.360000,0.526426,0.516835,0.009644,0.130106,-0.005302,0.442879
23.370000,0.526426,0.516887,0.009591,0.130202,-0.005273,0.442880
23.380000,0.526426,0.516940,0.009538,0.130298,-0.005244,0.442880
23.390000,0.526426,0.516991,0.009486,0.130393,-0.005215,0.442880
23.400000,0.526426,0.517043,0.009434,0.130487,-0.005187,0.442881
23.410000,0.526426,0.517094,0.009383,0.130581,-0.005158,0.442881
23.420000,0.526426,0.517145,0.009332,0.130674,-0.005130,0.442881
23.430000,0.526426,0.517196,0.009281,0.130767,-0.005102,0.442882
23.440000,0.526426,0.517246,0.009230,0.130859,-0.005074,0.442882
23.450000,0.526426,0.517297,0.009179,0.130951,-0.005046,0.442882
23.460000,0.526426,0.517347,0.009129,0.131042,-0.005019,0.442883
23.470000,0.526426,0.517396,0.009079,0.131133,-0.004991,0.442883
23.480000,0.526426,0.517446,0.009030,0.131223,-0.004964,0.442883
23.490000,0.526426,0.517495,0.008980,0.131313,-0.004937,0.442884
23.500000,0.526426,0.517544,0.008931,0.131402,-0.004910,0.442884
23.510000,0.526426,0.517592,0.008882,0.131491,-0.004883,0.442884
23.520000,0.526426,0.517640,0.008834,0.131580,-0.004856,0.442885
23.530000,0.526426,0.517688,0.008785,0.131667,-0.004830,0.442885
23.540000,0.526426,0.517736,0.008737,0.131755,-0.004803,0.442885
23.550000,0.526426,0.517784,0.008690,0.131842,-0.004777,0.442886
23.560000,0.526426,0.517831,0.008642,0.131928,-0.004751,0.442886
23.570000,0.526426,0.517878,0.008595,0.132014,-0.004725,0.442886
23.580000,0.526426,0.517925,0.008548,0.132100,-0.004699,0.442887
23.590000,0.526426,0.517971,0.008501,0.132185,-0.004673,0.442887
23.600000,0.526426,0.518017,0.008455,0.132269,-0.004648,0.442887
23.610000,0.526426,0.518063,0.008408,0.132353,-0.004623,0.442888
23.620000,0.526426,0.518109,0.008362,0.132437,-0.004597,0.442888
23.630000,0.526426,0.518155,0.008317,0.132520,-0.004572,0.442888
23.640000,0.526426,0.518200,0.008271,0.132603,-0.004547,0.442889
23.650000,0.526426,0.518245,0.008226,0.132685,-0.004522,0.442889
23.660000,0.526426,0.518289,0.008181,0.132767,-0.004498,0.442889
23.670000,0.526426,0.518334,0.008136,0.132848,-0.004473,0.442889
23.680000,0.526426,0.518378,0.008092,0.132929,-0.004448,0.442890
23.690000,0.526426,0.518422,0.008048,0.133010,-0.004424,0.442890
23.700000,0.526426,0.518466,0.008004,0.133090,-0.004400,0.442890
23.710000,0.526426,0.518509,0.007960,0.133169,-0.004376,0.442891
23.720000,0.526426,0.518553,0.007916,0.133248,-0.004352,0.442891
23.730000,0.526426,0.518596,0.007873,0.133327,-0.004328,0.442891
23.740000,0.526426,0.518639,0.007830,0.133405,-0.004305,0.442892
23.750000,0.526426,0.518681,0.007787,0.133483,-0.004281,0.442892
23.760000,0.526426,0.518724,0.007745,0.133561,-0.004258,0.442892
23.770000,0.526426,0.518766,0.007702,0.133638,-0.004234,0.442892
23.780000,0.526426,0.518808,0.007660,0.133714,-0.004211,0.442893
23.790000,0.526426,0.518849,0.007618,0.133790,-0.004188,0.442893
23.800000,0.526426,0.518891,0.007577,0.133866,-0.004165,0.442893
23.810000,0.526426,0.518932,0.007535,0.133942,-0.004142,0.442894
23.820000,0.526426,0.518973,0.007494,0.134017,-0.004120,0.442894
23.830000,0.526426,0.519014,0.007453,0.134091,-0.004097,0.442894
23.840000,0.526426,0.519054,0.007412,0.134165,-0.004075,0.442894
23.850000,0.526426,0.519094,0.007372,0.134239,-0.004053,0.442895
23.860000,0.526426,0.519134,0.007331,0.134312,-0.004030,0.442895
23.870000,0.526426,0.519174,0.007291,0.134385,-0.004008,0.442895
23.880000,0.526426,0.519214,0.007252,0.134458,-0.003987,0.442895
23.890000,0.526426,0.519253,0.007212,0.134530,-0.003965,0.442896
23.900000,0.526426,0.519293,0.007172,0.134601,-0.003943,0.442896
23.910000,0.526426,0.519332,0.007133,0.134673,-0.003921,0.442896
23.920000,0.526426,0.519370,0.007094,0.134744,-0.003900,0.442897
23.930000,0.526426,0.519409,0.007055,0.134814,-0.003879,0.442897
23.940000,0.526426,0.519447,0.007017,0.134884,-0.003858,0.442897
23.950000,0.526426,0.519485,0.006978,0.134954,-0.003836,0.442897
23.960000,0.526426,0.519523,0.006940,0.135024,-0.003815,0.442898
23.970000,0.526426,0.519561,0.006902,0.135093,-0.003795,0.442898
23.980000,0.526426,0.519599,0.006865,0.135161,-0.003774,0.442898
23.990000,0.526426,0.519636,0.006827,0.135230,-0.003753,0.442898
24.000000,0.526426,0.519673,0.006790,0.135298,-0.003733,0.442899
24.010000,0.526426,0.519710,0.006753,0.135365,-0.003712,0.442899
24.020000,0.526426,0.519747,0.006716,0.135432,-0.003692,0.442899
24.030000,0.526426,0.519783,0.006679,0.135499,-0.003672,0.442899
24.040000,0.526426,0.519820,0.006643,0.135565,-0.003652,0.442900
24.050000,0.526426,0.519856,0.006606,0.135631,-0.003632,0.442900
24.060000,0.526426,0.519892,0.006570,0.135697,-0.003612,0.442900
24.070000,0.526426,0.519927,0.006534,0.135763,-0.003592,0.442900
24.080000,0.526426,0.519963,0.006498,0.135827,-0.003573,0.442901
24.090000,0.526426,0.519998,0.006463,0.135892,-0.003553,0.442901
24.100000,0.526426,0.520033,0.006428,0.135956,-0.003534,0.442901
24.110000,0.526426,0.520068,0.006392,0.136020,-0.003514,0.442901
24.120000,0.526426,0.520103,0.006357,0.136084,-0.003495,0.442902
24.130000,0.526426,0.520138,0.006323,0.136147,-0.003476,0.442902
24.140000,0.526426,0.520172,0.006288,0.136210,-0.003457,0.442902
24.150000,0.526426,0.520206,0.006254,0.136273,-0.003438,0.442902
24.160000,0.526426,0.520240,0.006220,0.136335,-0.003419,0.442902
24.170000,0.526426,0.520274,0.006186,0.136397,-0.003401,0.442903
24.180000,0.526426,0.520308,0.006152,0.136458,-0.003382,0.442903
24.190000,0.526426,0.520341,0.006118,0.136519,-0.003363,0.442903
24.200000,0.526426,0.520374,0.006085,0.136580,-0.003345,0.442903
24.210000,0.526426,0.520408,0.006051,0.136641,-0.003327,0.442904
24.220000,0.526426,0.520440,0.006018,0.136701,-0.003309,0.442904
24.230000,0.526426,0.520473,0.005985,0.136761,-0.003290,0.442904
24.240000,0.526426,0.520506,0.005953,0.136820,-0.003272,0.442904
24.250000,0.526426,0.520538,0.005920,0.136879,-0.003255,0.442905
24.260000,0.526426,0.520570,0.005888,0.136938,-0.003237,0.442905
24.270000,0.526426,0.520602,0.005856,0.136997,-0.003219,0.442905
24.280000,0.526426,0.520634,0.005824,0.137055,-0.003201,0.442905
24.290000,0.526426,0.520666,0.005792,0.137113,-0.003184,0.442905
24.300000,0.526426,0.520697,0.005760,0.137171,-0.003167,0.442906
24.310000,0.526426,0.520729,0.005729,0.137228,-0.003149,0.442906
24.320000,0.526426,0.520760,0.005697,0.137285,-0.003132,0.442906
24.330000,0.526426,0.520791,0.005666,0.137342,-0.003115,0.442906
24.340000,0.526426,0.520822,0.005635,0.137398,-0.003098,0.442906
24.350000,0.526426,0.520852,0.005604,0.137454,-0.003081,0.442907
24.360000,0.526426,0.520883,0.005574,0.137510,-0.003064,0.442907
24.370000,0.526426,0.520913,0.005543,0.137565,-0.003047,0.442907
24.380000,0.526426,0.520943,0.005513,0.137620,-0.003031,0.442907
24.390000,0.526426,0.520973,0.005483,0.137675,-0.003014,0.442907
24.400000,0.526426,0.521003,0.005453,0.137730,-0.002998,0.442908
24.410000,0.526426,0.521033,0.005423,0.137784,-0.002981,0.442908
24.420000,0.526426,0.521062,0.005393,0.137838,-0.002965,0.442908
24.430000,0.526426,0.521091,0.005364,0.137891,-0.002949,0.442908
24.440000,0.526426,0.521120,0.005334,0.137945,-0.002933,0.442908
24.450000,0.526426,0.521150,0.005305,0.137998,-0.002917,0.442909
24.460000,0.526426,0.521178,0.005276,0.138051,-0.002901,0.442909
24.470000,0.526426,0.521207,0.005247,0.138103,-0.002885,0.442909
24.480000,0.526426,0.521236,0.005219,0.138155,-0.002869,0.442909
24.490000,0.526426,0.521264,0.005190,0.138207,-0.002853,0.442909
24.500000,0.526426,0.521292,0.005162,0.138259,-0.002838,0.442910
24.510000,0.526426,0.521320,0.005134,0.138310,-0.002822,0.442910
24.520000,0.526426,0.521348,0.005106,0.138361,-0.002807,0.442910
24.530000,0.526426,0.521376,0.005078,0.138412,-0.002791,0.442910
24.540000,0.526426,0.521404,0.005050,0.138462,-0.002776,0.442910
